Epoch:0, Loss:0.08208906306028366
Epoch:1, Loss:0.03561070519685745
Epoch:2, Loss:0.03201138911545277
Epoch:3, Loss:0.029996414461731912
Epoch:4, Loss:0.029451703774929047
Epoch:5, Loss:0.028473280915617943
Epoch:6, Loss:0.02801745201945305
Epoch:7, Loss:0.027664680618047714
Epoch:8, Loss:0.027201469698548315
Epoch:9, Loss:0.027005922086536883
Epoch:10, Loss:0.02692133325636387
Epoch:11, Loss:0.02668263412117958
Epoch:12, Loss:0.026773969477415085
Epoch:13, Loss:0.02628697736263275
Epoch:14, Loss:0.026131920175254345
Epoch:15, Loss:0.02609683893918991
Epoch:16, Loss:0.02565558362901211
Epoch:17, Loss:0.02569177097082138
Epoch:18, Loss:0.02523169002830982
Epoch:19, Loss:0.025512655971944333
Epoch:20, Loss:0.025323008726537227
Epoch:21, Loss:0.025058779013156892
Epoch:22, Loss:0.025142972537875174
Epoch:23, Loss:0.02518216531574726
Epoch:24, Loss:0.024952918784320353
Epoch:25, Loss:0.025091508570313455
Epoch:26, Loss:0.02455316866338253
Epoch:27, Loss:0.02481842617094517
Epoch:28, Loss:0.02459118379354477
Epoch:29, Loss:0.02484760466217995
Epoch:30, Loss:0.02477670247256756
Epoch:31, Loss:0.02464928410053253
Epoch:32, Loss:0.024266202495992182
Epoch:33, Loss:0.024616012087464334
Epoch:34, Loss:0.024345877796411515
Epoch:35, Loss:0.02454713833630085
Epoch:36, Loss:0.024480811876058578
Epoch:37, Loss:0.024611913323402405
Epoch:38, Loss:0.024219497421383858
Epoch:39, Loss:0.023996638272702694
Epoch:40, Loss:0.024461603593826296
Epoch:41, Loss:0.0242798033952713
Epoch:42, Loss:0.024189607407152654
Epoch:43, Loss:0.024176950551569463
Epoch:44, Loss:0.02422055085748434
Epoch:45, Loss:0.02417282436043024
Epoch:46, Loss:0.023763998632133007
Epoch:47, Loss:0.02390829239189625
Epoch:48, Loss:0.024042255960404872
Epoch:49, Loss:0.02408609080016613
Epoch:50, Loss:0.023809834541380404
Epoch:51, Loss:0.02388515224903822
Epoch:52, Loss:0.023842151586711408
Epoch:53, Loss:0.023950289468467237
Epoch:54, Loss:0.02407939576804638
Epoch:55, Loss:0.023972994171082975
Epoch:56, Loss:0.024007366155087948
Epoch:57, Loss:0.0236942914262414
Epoch:58, Loss:0.023668238636851312
Epoch:59, Loss:0.02378564030379057
Epoch:60, Loss:0.023780993767082693
Epoch:61, Loss:0.023628787176311016
Epoch:62, Loss:0.02373183423280716
Epoch:63, Loss:0.023840548045933246
